Problem ID,Problem Name,Acceptance Rate,Difficulty,Topics
1504,Count Submatrices With All Ones,57.2,Medium,"Array, Dynamic Programming, Stack, Matrix, Monotonic Stack"
1505,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,39.4,Hard,"String, Greedy, Binary Indexed Tree, Segment Tree"
1506,Find Root of N-Ary Tree,78.4,Medium,"Hash Table, Bit Manipulation, Tree, Depth-First Search"
1507,Reformat Date,65.9,Easy,String
1508,Range Sum of Sorted Subarray Sums,58.4,Medium,"Array, Two Pointers, Binary Search, Sorting"
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,55,Medium,"Array, Greedy, Sorting"
1510,Stone Game IV,59.8,Hard,"Math, Dynamic Programming, Game Theory"
1511,Customer Order Frequency,68.1,Easy,Database
1512,Number of Good Pairs,89,Easy,"Array, Hash Table, Math, Counting"
1513,Number of Substrings With Only 1s,46.8,Medium,"Math, String"
1514,Path with Maximum Probability,54.8,Medium,"Graph, Heap (Priority Queue), Shortest Path"
1515,Best Position for a Service Centre,35.7,Hard,"Math, Geometry, Randomized"
1516,Move Sub-Tree of N-Ary Tree,62.2,Hard,"Tree, Depth-First Search"
1517,Find Users With Valid E-Mails,44.5,Easy,Database
1518,Water Bottles,60.9,Easy,"Math, Simulation"
1519,Number of Nodes in the Sub-Tree With the Same Label,55,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Counting"
1520,Maximum Number of Non-Overlapping Substrings,39.2,Hard,"String, Greedy"
1521,Find a Value of a Mysterious Function Closest to Target,44,Hard,"Array, Binary Search, Bit Manipulation, Segment Tree"
1522,Diameter of N-Ary Tree,74.4,Medium,"Tree, Depth-First Search"
1523,Count Odd Numbers in an Interval Range,49.9,Easy,Math
1524,Number of Sub-arrays With Odd Sum,43.6,Medium,"Array, Math, Dynamic Programming, Prefix Sum"
1525,Number of Good Ways to Split a String,68.3,Medium,"String, Dynamic Programming, Bit Manipulation"
1526,Minimum Number of Increments on Subarrays to Form a Target Array,69.8,Hard,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack"
1527,Patients With a Condition,40.3,Easy,Database
1528,Shuffle String,84.6,Easy,"Array, String"
1529,Minimum Suffix Flips,73.3,Medium,"String, Greedy"
1530,Number of Good Leaf Nodes Pairs,63.3,Medium,"Tree, Depth-First Search, Binary Tree"
1531,String Compression II,52.6,Hard,"String, Dynamic Programming"
1532,The Most Recent Three Orders,68.3,Medium,Database
1533,Find the Index of the Large Integer,56.2,Medium,"Array, Binary Search, Interactive"
1534,Count Good Triplets,81.2,Easy,"Array, Enumeration"
1535,Find the Winner of an Array Game,57,Medium,"Array, Simulation"
1536,Minimum Swaps to Arrange a Binary Grid,47.4,Medium,"Array, Greedy, Matrix"
1537,Get the Maximum Score,39.4,Hard,"Array, Two Pointers, Dynamic Programming, Greedy"
1538,Guess the Majority in a Hidden Array,70.1,Medium,"Array, Math, Interactive"
1539,Kth Missing Positive Number,59.9,Easy,"Array, Binary Search"
1540,Can Convert String in K Moves,34.9,Medium,"Hash Table, String"
1541,Minimum Insertions to Balance a Parentheses String,52.3,Medium,"String, Stack, Greedy"
1542,Find Longest Awesome Substring,43.4,Hard,"Hash Table, String, Bit Manipulation"
1543,Fix Product Name Format,59.5,Easy,Database
1544,Make The String Great,68.4,Easy,"String, Stack"
1545,Find Kth Bit in Nth Binary String,58.7,Medium,"String, Recursion"
1546,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,47.6,Medium,"Array, Hash Table, Greedy, Prefix Sum"
1547,Minimum Cost to Cut a Stick,61.8,Hard,"Array, Dynamic Programming"
1548,The Most Similar Path in a Graph,59.2,Hard,"Dynamic Programming, Graph"
1549,The Most Recent Orders for Each Product,64.8,Medium,Database
1550,Three Consecutive Odds,63.2,Easy,Array
1551,Minimum Operations to Make Array Equal,82.2,Medium,Math
1552,Magnetic Force Between Two Balls,61.4,Medium,"Array, Binary Search, Sorting"
1553,Minimum Number of Days to Eat N Oranges,35.3,Hard,"Dynamic Programming, Memoization"
1554,Strings Differ by One Character,41.7,Medium,"Hash Table, String, Rolling Hash, Hash Function"
1555,Bank Account Summary,51.2,Medium,Database
1556,Thousand Separator,53.7,Easy,String
1557,Minimum Number of Vertices to Reach All Nodes,81,Medium,Graph
1558,Minimum Numbers of Function Calls to Make Target Array,63.5,Medium,"Array, Greedy"
1559,Detect Cycles in 2D Grid,48.6,Medium,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
1560,Most Visited Sector in a Circular Track,58.7,Easy,"Array, Simulation"
1561,Maximum Number of Coins You Can Get,84.5,Medium,"Array, Math, Greedy, Sorting, Game Theory"
1562,Find Latest Group of Size M,42.9,Medium,"Array, Binary Search, Simulation"
1563,Stone Game V,40.7,Hard,"Array, Math, Dynamic Programming, Game Theory"
1564,Put Boxes Into the Warehouse I,67,Medium,"Array, Greedy, Sorting"
1565,Unique Orders and Customers Per Month,82.1,Easy,Database
1566,Detect Pattern of Length M Repeated K or More Times,43.1,Easy,"Array, Enumeration"
1567,Maximum Length of Subarray With Positive Product,44.2,Medium,"Array, Dynamic Programming, Greedy"
1568,Minimum Number of Days to Disconnect Island,45.1,Hard,"Array, Depth-First Search, Breadth-First Search, Matrix, Strongly Connected Component"
1569,Number of Ways to Reorder Array to Get Same BST,53.5,Hard,"Array, Math, Divide and Conquer, Dynamic Programming, Tree, Union Find, Binary Search Tree, Memoization, Combinatorics, Binary Tree"
1570,Dot Product of Two Sparse Vectors,89.9,Medium,"Array, Hash Table, Two Pointers, Design"
1571,Warehouse Manager,87.8,Easy,Database
1572,Matrix Diagonal Sum,82.9,Easy,"Array, Matrix"
1573,Number of Ways to Split a String,33.3,Medium,"Math, String"
1574,Shortest Subarray to be Removed to Make Array Sorted,37.8,Medium,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack"
1575,Count All Possible Routes,65.4,Hard,"Array, Dynamic Programming, Memoization"
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,46.4,Easy,String
1577,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,41.1,Medium,"Array, Hash Table, Math, Two Pointers"
1578,Minimum Time to Make Rope Colorful,63.8,Medium,"Array, String, Dynamic Programming, Greedy"
1579,Remove Max Number of Edges to Keep Graph Fully Traversable,64,Hard,"Union Find, Graph"
1580,Put Boxes Into the Warehouse II,63.4,Medium,"Array, Greedy, Sorting"
1581,Customer Who Visited but Did Not Make Any Transactions,68.3,Easy,Database
1582,Special Positions in a Binary Matrix,68.6,Easy,"Array, Matrix"
1583,Count Unhappy Friends,61.5,Medium,"Array, Simulation"
1584,Min Cost to Connect All Points,66.7,Medium,"Array, Union Find, Minimum Spanning Tree"
1585,Check If String Is Transformable With Substring Sort Operations,48.6,Hard,"String, Greedy, Sorting"
1586,Binary Search Tree Iterator II,65.9,Medium,"Stack, Tree, Design, Binary Search Tree, Binary Tree, Iterator"
1587,Bank Account Summary II,83.4,Easy,Database
1588,Sum of All Odd Length Subarrays,83.1,Easy,"Array, Math, Prefix Sum"
1589,Maximum Sum Obtained of Any Permutation,37.9,Medium,"Array, Greedy, Sorting, Prefix Sum"
1590,Make Sum Divisible by P,29.1,Medium,"Array, Hash Table, Prefix Sum"
1591,Strange Printer II,59.1,Hard,"Array, Graph, Topological Sort, Matrix"
1592,Rearrange Spaces Between Words,43.3,Easy,String
1593,Split a String Into the Max Number of Unique Substrings,56.4,Medium,"Hash Table, String, Backtracking"
1594,Maximum Non Negative Product in a Matrix,33.6,Medium,"Array, Dynamic Programming, Matrix"
1595,Minimum Cost to Connect Two Groups of Points,47.8,Hard,"Array, Dynamic Programming, Bit Manipulation, Matrix, Bitmask"
1596,The Most Frequently Ordered Products for Each Customer,78.4,Medium,Database
1597,Build Binary Expression Tree From Infix Expression,62.6,Hard,"String, Stack, Tree, Binary Tree"
1598,Crawler Log Folder,65.2,Easy,"Array, String, Stack"
1599,Maximum Profit of Operating a Centennial Wheel,43.8,Medium,"Array, Simulation"
1600,Throne Inheritance,65,Medium,"Hash Table, Tree, Depth-First Search, Design"
1601,Maximum Number of Achievable Transfer Requests,64.5,Hard,"Array, Backtracking, Bit Manipulation, Enumeration"
1602,Find Nearest Right Node in Binary Tree,75.5,Medium,"Tree, Breadth-First Search, Binary Tree"
1603,Design Parking System,87.9,Easy,"Design, Simulation, Counting"
1604,Alert Using Same Key-Card Three or More Times in a One Hour Period,45.8,Medium,"Array, Hash Table, String, Sorting"
1605,Find Valid Matrix Given Row and Column Sums,77.3,Medium,"Array, Greedy, Matrix"
1606,Find Servers That Handled Most Number of Requests,43.6,Hard,"Array, Greedy, Heap (Priority Queue), Ordered Set"
1607,Sellers With No Sales,54.3,Easy,Database
1608,Special Array With X Elements Greater Than or Equal X,60.2,Easy,"Array, Binary Search, Sorting"
1609,Even Odd Tree,65.7,Medium,"Tree, Breadth-First Search, Binary Tree"
1610,Maximum Number of Visible Points,37.3,Hard,"Array, Math, Geometry, Sliding Window, Sorting"
1611,Minimum One Bit Operations to Make Integers Zero,74.2,Hard,"Dynamic Programming, Bit Manipulation, Memoization"
1612,Check If Two Expression Trees are Equivalent,70.8,Medium,"Tree, Depth-First Search, Binary Tree"
1613,Find the Missing IDs,73,Medium,Database
1614,Maximum Nesting Depth of the Parentheses,83.7,Easy,"String, Stack"
1615,Maximal Network Rank,65.1,Medium,Graph
1616,Split Two Strings to Make Palindrome,31,Medium,"Two Pointers, String, Greedy"
1617,Count Subtrees With Max Distance Between Cities,65.7,Hard,"Dynamic Programming, Bit Manipulation, Tree, Enumeration, Bitmask"
1618,Maximum Font to Fit a Sentence in a Screen,60.8,Medium,"Array, String, Binary Search, Interactive"
1619,Mean of Array After Removing Some Elements,68.2,Easy,"Array, Sorting"
1620,Coordinate With Maximum Network Quality,37.8,Medium,"Array, Enumeration"
1621,Number of Sets of K Non-Overlapping Line Segments,43.4,Medium,"Math, Dynamic Programming"
1622,Fancy Sequence,17.3,Hard,"Math, Design, Segment Tree"
1623,All Valid Triplets That Can Represent a Country,82.1,Easy,Database
1624,Largest Substring Between Two Equal Characters,68.6,Easy,"Hash Table, String"
1625,Lexicographically Smallest String After Applying Operations,65.3,Medium,"String, Breadth-First Search"
1626,Best Team With No Conflicts,50.4,Medium,"Array, Dynamic Programming, Sorting"
1627,Graph Connectivity With Threshold,46.9,Hard,"Array, Math, Union Find"
1628,Design an Expression Tree With Evaluate Function,82.5,Medium,"Math, Stack, Tree, Design, Binary Tree"
1629,Slowest Key,59.1,Easy,"Array, String"
1630,Arithmetic Subarrays,83.7,Medium,"Array, Sorting"
1631,Path With Minimum Effort,59.5,Medium,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union Find, Heap (Priority Queue), Matrix"
1632,Rank Transform of a Matrix,40.9,Hard,"Array, Greedy, Union Find, Graph, Topological Sort, Matrix"
1633,Percentage of Users Attended a Contest,55.1,Easy,Database
1634,Add Two Polynomials Represented as Linked Lists,55.3,Medium,"Linked List, Math, Two Pointers"
1635,Hopper Company Queries I,47.5,Hard,Database
1636,Sort Array by Increasing Frequency,71.6,Easy,"Array, Hash Table, Sorting"
1637,Widest Vertical Area Between Two Points Containing No Points,87.5,Easy,"Array, Sorting"
1638,Count Substrings That Differ by One Character,71.1,Medium,"Hash Table, String, Dynamic Programming"
1639,Number of Ways to Form a Target String Given a Dictionary,51.5,Hard,"Array, String, Dynamic Programming"
1640,Check Array Formation Through Concatenation,56.5,Easy,"Array, Hash Table"
1641,Count Sorted Vowel Strings,78.3,Medium,Dynamic Programming
1642,Furthest Building You Can Reach,49.7,Medium,"Array, Greedy, Heap (Priority Queue)"
1643,Kth Smallest Instructions,48.1,Hard,"Array, Math, Dynamic Programming, Combinatorics"
1644,Lowest Common Ancestor of a Binary Tree II,64.2,Medium,"Tree, Depth-First Search, Binary Tree"
1645,Hopper Company Queries II,39,Hard,Database
1646,Get Maximum in Generated Array,50.4,Easy,"Array, Dynamic Programming, Simulation"
1647,Minimum Deletions to Make Character Frequencies Unique,61.2,Medium,"String, Greedy, Sorting"
1648,Sell Diminishing-Valued Colored Balls,30,Medium,"Array, Math, Binary Search, Greedy, Sorting, Heap (Priority Queue)"
1649,Create Sorted Array through Instructions,38.7,Hard,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
1650,Lowest Common Ancestor of a Binary Tree III,79.7,Medium,"Hash Table, Tree, Binary Tree"
1651,Hopper Company Queries III,65.1,Hard,Database
1652,Defuse the Bomb,65.2,Easy,Array
1653,Minimum Deletions to Make String Balanced,58.7,Medium,"String, Dynamic Programming, Stack"
1654,Minimum Jumps to Reach Home,29.3,Medium,"Array, Dynamic Programming, Breadth-First Search"
1655,Distribute Repeating Integers,39.6,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1656,Design an Ordered Stream,84.3,Easy,"Array, Hash Table, Design, Data Stream"
1657,Determine if Two Strings Are Close,54.8,Medium,"Hash Table, String, Sorting"
1658,Minimum Operations to Reduce X to Zero,39.7,Medium,"Array, Hash Table, Binary Search, Sliding Window, Prefix Sum"
1659,Maximize Grid Happiness,39.6,Hard,"Dynamic Programming, Bit Manipulation, Memoization, Bitmask"
1660,Correct a Binary Tree,74.4,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1661,Average Time of Process per Machine,67,Easy,Database
1662,Check If Two String Arrays are Equivalent,85.4,Easy,"Array, String"
1663,Smallest String With A Given Numeric Value,66.8,Medium,"String, Greedy"
1664,Ways to Make a Fair Array,63.5,Medium,"Array, Dynamic Programming"
1665,Minimum Initial Energy to Finish Tasks,57.8,Hard,"Array, Greedy, Sorting"
1666,Change the Root of a Binary Tree,73.6,Medium,"Tree, Depth-First Search, Binary Tree"
1667,Fix Names in a Table,61.6,Easy,Database
1668,Maximum Repeating Substring,38.6,Easy,"String, String Matching"
1669,Merge In Between Linked Lists,81.5,Medium,Linked List
1670,Design Front Middle Back Queue,56.4,Medium,"Array, Linked List, Design, Queue, Data Stream"
1671,Minimum Number of Removals to Make Mountain Array,41.7,Hard,"Array, Binary Search, Dynamic Programming, Greedy"
1672,Richest Customer Wealth,87.9,Easy,"Array, Matrix"
1673,Find the Most Competitive Subsequence,50.3,Medium,"Array, Stack, Greedy, Monotonic Stack"
1674,Minimum Moves to Make Array Complementary,39.5,Medium,"Array, Hash Table, Prefix Sum"
1675,Minimize Deviation in Array,54.1,Hard,"Array, Greedy, Heap (Priority Queue), Ordered Set"
1676,Lowest Common Ancestor of a Binary Tree IV,78.5,Medium,"Tree, Depth-First Search, Binary Tree"
1677,Product's Worth Over Invoices,38.1,Easy,Database
1678,Goal Parser Interpretation,87.2,Easy,String
1679,Max Number of K-Sum Pairs,55,Medium,"Array, Hash Table, Two Pointers, Sorting"
1680,Concatenation of Consecutive Binary Numbers,57.1,Medium,"Math, Bit Manipulation, Simulation"
1681,Minimum Incompatibility,38.9,Hard,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
1682,Longest Palindromic Subsequence II,49.9,Medium,"String, Dynamic Programming"
1683,Invalid Tweets,85.1,Easy,Database
1684,Count the Number of Consistent Strings,83.1,Easy,"Array, Hash Table, String, Bit Manipulation"
1685,Sum of Absolute Differences in a Sorted Array,68.5,Medium,"Array, Math, Prefix Sum"
1686,Stone Game VI,56.9,Medium,"Array, Math, Greedy, Sorting, Heap (Priority Queue), Game Theory"
1687,Delivering Boxes from Storage to Ports,38.8,Hard,"Array, Dynamic Programming, Segment Tree, Queue, Heap (Priority Queue), Monotonic Queue"
1688,Count of Matches in Tournament,85.7,Easy,"Math, Simulation"
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,88.7,Medium,"String, Greedy"
1690,Stone Game VII,57.9,Medium,"Array, Math, Dynamic Programming, Game Theory"
1691,Maximum Height by Stacking Cuboids,57,Hard,"Array, Dynamic Programming, Sorting"
1692,Count Ways to Distribute Candies,63,Hard,Dynamic Programming
1693,Daily Leads and Partners,86.5,Easy,Database
1694,Reformat Phone Number,65.5,Easy,String
1695,Maximum Erasure Value,58.2,Medium,"Array, Hash Table, Sliding Window"
1696,Jump Game VI,45.7,Medium,"Array, Dynamic Programming, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
1697,Checking Existence of Edge Length Limited Paths,62.4,Hard,"Array, Union Find, Graph, Sorting"
1698,Number of Distinct Substrings in a String,63.9,Medium,"String, Trie, Rolling Hash, Suffix Array, Hash Function"
1699,Number of Calls Between Two Persons,81.1,Medium,Database
1700,Number of Students Unable to Eat Lunch,78.2,Easy,"Array, Stack, Queue, Simulation"
1701,Average Waiting Time,63.5,Medium,"Array, Simulation"
1702,Maximum Binary String After Change,46.9,Medium,"String, Greedy"
1703,Minimum Adjacent Swaps for K Consecutive Ones,43,Hard,"Array, Greedy, Sliding Window, Prefix Sum"
1704,Determine if String Halves Are Alike,78.7,Easy,"String, Counting"
1705,Maximum Number of Eaten Apples,39,Medium,"Array, Greedy, Heap (Priority Queue)"
1706,Where Will the Ball Fall,71.8,Medium,"Array, Dynamic Programming, Depth-First Search, Matrix, Simulation"
1707,Maximum XOR With an Element From Array,49.5,Hard,"Array, Bit Manipulation, Trie"
1708,Largest Subarray Length K,64.8,Easy,"Array, Greedy"
1709,Biggest Window Between Visits,70.8,Medium,Database
1710,Maximum Units on a Truck,73.6,Easy,"Array, Greedy, Sorting"
1711,Count Good Meals,30.2,Medium,"Array, Hash Table"
1712,Ways to Split Array Into Three Subarrays,32.9,Medium,"Array, Two Pointers, Binary Search, Prefix Sum"
1713,Minimum Operations to Make a Subsequence,48,Hard,"Array, Hash Table, Binary Search, Greedy"
1714,Sum Of Special Evenly-Spaced Elements In Array,49.6,Hard,"Array, Dynamic Programming"
1715,Count Apples and Oranges,75.5,Medium,Database
1716,Calculate Money in Leetcode Bank,78.3,Easy,Math
1717,Maximum Score From Removing Substrings,46.9,Medium,"String, Stack, Greedy"
1718,Construct the Lexicographically Largest Valid Sequence,53.4,Medium,"Array, Backtracking"
1719,Number Of Ways To Reconstruct A Tree,44.2,Hard,"Tree, Graph, Topological Sort"
1720,Decode XORed Array,86.3,Easy,"Array, Bit Manipulation"
1721,Swapping Nodes in a Linked List,68,Medium,"Linked List, Two Pointers"
1722,Minimize Hamming Distance After Swap Operations,48.8,Medium,"Array, Depth-First Search, Union Find"
1723,Find Minimum Time to Finish All Jobs,42.4,Hard,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1724,Checking Existence of Edge Length Limited Paths II,51.5,Hard,"Union Find, Graph, Minimum Spanning Tree"
1725,Number Of Rectangles That Can Form The Largest Square,78.7,Easy,Array
1726,Tuple with Same Product,61.1,Medium,"Array, Hash Table"
1727,Largest Submatrix With Rearrangements,75.3,Medium,"Array, Greedy, Sorting, Matrix"
1728,Cat and Mouse II,40,Hard,"Array, Math, Dynamic Programming, Graph, Topological Sort, Memoization, Matrix, Game Theory"
1729,Find Followers Count,69,Easy,Database
1730,Shortest Path to Get Food,54.8,Medium,"Array, Breadth-First Search, Matrix"
1731,The Number of Employees Which Report to Each Employee,46.8,Easy,Database
1732,Find the Highest Altitude,83.1,Easy,"Array, Prefix Sum"
1733,Minimum Number of People to Teach,42.3,Medium,"Array, Greedy"
1734,Decode XORed Permutation,64.6,Medium,"Array, Bit Manipulation"
1735,Count Ways to Make Array With Product,51.3,Hard,"Array, Math, Dynamic Programming"
1736,Latest Time by Replacing Hidden Digits,42.7,Easy,"String, Greedy"
1737,Change Minimum Characters to Satisfy One of Three Conditions,36.5,Medium,"Hash Table, String, Counting, Prefix Sum"
1738,Find Kth Largest XOR Coordinate Value,61.6,Medium,"Array, Divide and Conquer, Bit Manipulation, Heap (Priority Queue), Matrix, Prefix Sum, Quickselect"
1739,Building Boxes,52.2,Hard,"Math, Binary Search, Greedy"
1740,Find Distance in a Binary Tree,71.2,Medium,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1741,Find Total Time Spent by Each Employee,86.8,Easy,Database
1742,Maximum Number of Balls in a Box,73.4,Easy,"Hash Table, Math, Counting"
1743,Restore the Array From Adjacent Pairs,74.8,Medium,"Array, Hash Table"
1744,Can You Eat Your Favorite Candy on Your Favorite Day?,34,Medium,"Array, Prefix Sum"
1745,Palindrome Partitioning IV,44.3,Hard,"String, Dynamic Programming"
1746,Maximum Subarray Sum After One Operation,62.3,Medium,"Array, Dynamic Programming"
1747,Leetflex Banned Accounts,64,Medium,Database
1748,Sum of Unique Elements,77.6,Easy,"Array, Hash Table, Counting"
1749,Maximum Absolute Sum of Any Subarray,59.8,Medium,"Array, Dynamic Programming"
1750,Minimum Length of String After Deleting Similar Ends,56,Medium,"Two Pointers, String"
1751,Maximum Number of Events That Can Be Attended II,61.8,Hard,"Array, Binary Search, Dynamic Programming"
1752,Check if Array Is Sorted and Rotated,50.9,Easy,Array
1753,Maximum Score From Removing Stones,67.8,Medium,"Math, Greedy, Heap (Priority Queue)"
1754,Largest Merge Of Two Strings,47.9,Medium,"Two Pointers, String, Greedy"
1755,Closest Subsequence Sum,39.1,Hard,"Array, Two Pointers, Dynamic Programming, Bit Manipulation, Bitmask"
1756,Design Most Recently Used Queue,75.6,Medium,"Array, Hash Table, Stack, Design, Binary Indexed Tree, Ordered Set"
1757,Recyclable and Low Fat Products,89.2,Easy,Database
1758,Minimum Changes To Make Alternating Binary String,63.8,Easy,String
1759,Count Number of Homogenous Substrings,57.7,Medium,"Math, String"
1760,Minimum Limit of Balls in a Bag,60.1,Medium,"Array, Binary Search"
1761,Minimum Degree of a Connected Trio in a Graph,42.3,Hard,Graph
1762,Buildings With an Ocean View,79.7,Medium,"Array, Stack, Monotonic Stack"
1763,Longest Nice Substring,60.5,Easy,"Hash Table, String, Bit Manipulation, Sliding Window"
1764,Form Array by Concatenating Subarrays of Another Array,53.4,Medium,"Array, Greedy, String Matching"
1765,Map of Highest Peak,62.3,Medium,"Array, Breadth-First Search, Matrix"
1766,Tree of Coprimes,40.8,Hard,"Math, Tree, Depth-First Search, Breadth-First Search"
1767,Find the Subtasks That Did Not Execute,77.3,Hard,Database
1768,Merge Strings Alternately,79.8,Easy,"Two Pointers, String"
1769,Minimum Number of Operations to Move All Balls to Each Box,85.8,Medium,"Array, String"
1770,Maximum Score from Performing Multiplication Operations,40.1,Hard,"Array, Dynamic Programming"
1771,Maximize Palindrome Length From Subsequences,36.2,Hard,"String, Dynamic Programming"
1772,Sort Features by Popularity,65.8,Medium,"Array, Hash Table, String, Sorting"
1773,Count Items Matching a Rule,84.8,Easy,"Array, String"
1774,Closest Dessert Cost,47.5,Medium,"Array, Dynamic Programming, Backtracking"
1775,Equal Sum Arrays With Minimum Number of Operations,53.6,Medium,"Array, Hash Table, Greedy, Counting"
1776,Car Fleet II,54.9,Hard,"Array, Math, Stack, Heap (Priority Queue), Monotonic Stack"
1777,Product's Price for Each Store,82.4,Easy,Database
1778,Shortest Path in a Hidden Grid,39.3,Medium,"Depth-First Search, Breadth-First Search, Graph, Interactive"
1779,Find Nearest Point That Has the Same X or Y Coordinate,68.4,Easy,Array
1780,Check if Number is a Sum of Powers of Three,67.7,Medium,Math
1781,Sum of Beauty of All Substrings,65,Medium,"Hash Table, String, Counting"
1782,Count Pairs Of Nodes,40,Hard,"Two Pointers, Binary Search, Graph"
1783,Grand Slam Titles,83.5,Medium,Database
1784,Check if Binary String Has at Most One Segment of Ones,39.2,Easy,String
1785,Minimum Elements to Add to Form a Given Sum,43.3,Medium,"Array, Greedy"
1786,Number of Restricted Paths From First to Last Node,39.1,Medium,"Dynamic Programming, Graph, Topological Sort, Heap (Priority Queue), Shortest Path"
1787,Make the XOR of All Segments Equal to Zero,39.5,Hard,"Array, Dynamic Programming, Bit Manipulation"
1788,Maximize the Beauty of the Garden,67.5,Hard,"Array, Greedy, Prefix Sum"
1789,Primary Department for Each Employee,63.9,Easy,Database
1790,Check if One String Swap Can Make Strings Equal,45.8,Easy,"Hash Table, String, Counting"
1791,Find Center of Star Graph,83.6,Easy,Graph
1792,Maximum Average Pass Ratio,53.6,Medium,"Array, Greedy, Heap (Priority Queue)"
1793,Maximum Score of a Good Subarray,64.4,Hard,"Array, Two Pointers, Binary Search, Stack, Monotonic Stack"
1794,Count Pairs of Equal Substrings With Minimum Difference,65.4,Medium,"Hash Table, String, Greedy"
1795,Rearrange Products Table,85.2,Easy,Database
1796,Second Largest Digit in a String,50.2,Easy,"Hash Table, String"
1797,Design Authentication Manager,57.2,Medium,"Hash Table, Design"
1798,Maximum Number of Consecutive Values You Can Make,58.6,Medium,"Array, Greedy"
1799,Maximize Score After N Operations,57.8,Hard,"Array, Math, Dynamic Programming, Backtracking, Bit Manipulation, Number Theory, Bitmask"
1800,Maximum Ascending Subarray Sum,62.2,Easy,Array
1801,Number of Orders in the Backlog,49.6,Medium,"Array, Heap (Priority Queue), Simulation"
1802,Maximum Value at a Given Index in a Bounded Array,39.2,Medium,"Binary Search, Greedy"
1803,Count Pairs With XOR in a Range,48.1,Hard,"Array, Bit Manipulation, Trie"
1804,Implement Trie II (Prefix Tree),61.5,Medium,"Hash Table, String, Design, Trie"
1805,Number of Different Integers in a String,37.8,Easy,"Hash Table, String"
1806,Minimum Number of Operations to Reinitialize a Permutation,72.5,Medium,"Array, Math, Simulation"
1807,Evaluate the Bracket Pairs of a String,66.7,Medium,"Array, Hash Table, String"
1808,Maximize Number of Nice Divisors,32.7,Hard,"Math, Recursion"
1809,Ad-Free Sessions,58.4,Easy,Database
1810,Minimum Path Cost in a Hidden Grid,56.1,Medium,"Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Interactive"
1811,Find Interview Candidates,60.8,Medium,Database
1812,Determine Color of a Chessboard Square,78.3,Easy,"Math, String"
1813,Sentence Similarity III,33.4,Medium,"Array, Two Pointers, String"
1814,Count Nice Pairs in an Array,49,Medium,"Array, Hash Table, Math, Counting"
1815,Maximum Number of Groups Getting Fresh Donuts,39.9,Hard,"Array, Dynamic Programming, Bit Manipulation, Memoization, Bitmask"
1816,Truncate Sentence,84.9,Easy,"Array, String"
1817,Finding the Users Active Minutes,80.5,Medium,"Array, Hash Table"
1818,Minimum Absolute Sum Difference,30.6,Medium,"Array, Binary Search, Sorting, Ordered Set"
1819,Number of Different Subsequences GCDs,40.5,Hard,"Array, Math, Counting, Number Theory"
1820,Maximum Number of Accepted Invitations,49.5,Medium,"Array, Backtracking, Matrix"
1821,Find Customers With Positive Revenue this Year,87.9,Easy,Database
1822,Sign of the Product of an Array,65.3,Easy,"Array, Math"
1823,Find the Winner of the Circular Game,78.3,Medium,"Array, Math, Recursion, Queue, Simulation"
1824,Minimum Sideway Jumps,49.9,Medium,"Array, Dynamic Programming, Greedy"
1825,Finding MK Average,37.1,Hard,"Design, Queue, Heap (Priority Queue), Ordered Set"
1826,Faulty Sensor,50.1,Easy,"Array, Two Pointers"
1827,Minimum Operations to Make the Array Increasing,79.3,Easy,"Array, Greedy"
1828,Queries on Number of Points Inside a Circle,86.2,Medium,"Array, Math, Geometry"
1829,Maximum XOR for Each Query,77.2,Medium,"Array, Bit Manipulation, Prefix Sum"
1830,Minimum Number of Operations to Make String Sorted,49.4,Hard,"Math, String, Combinatorics"
1831,Maximum Transaction Each Day,81.5,Medium,Database
1832,Check if the Sentence Is Pangram,83.2,Easy,"Hash Table, String"
1833,Maximum Ice Cream Bars,73.8,Medium,"Array, Greedy, Sorting"
1834,Single-Threaded CPU,45.5,Medium,"Array, Sorting, Heap (Priority Queue)"
1835,Find XOR Sum of All Pairs Bitwise AND,61,Hard,"Array, Math, Bit Manipulation"
1836,Remove Duplicates From an Unsorted Linked List,71.8,Medium,"Hash Table, Linked List"
1837,Sum of Digits in Base K,77.4,Easy,Math
